Text,Author
Do even drag me homeward: which to hinder,Shakespeare
"A grave? O no! a lantern, slaughter'd youth,",Shakespeare
Taking up the letter,Shakespeare
beat it out of my hat: did you see my jewel?,Shakespeare
"Go to, you're a dry fool, I'll no more of you:",Shakespeare
Keep Hector company an hour or two.,Shakespeare
"I pray you, sir, is it your will",Shakespeare
"Doth set my pugging tooth on edge,",Shakespeare
"We'll wait upon your grace till after supper,",Shakespeare
"Heaven guide thy pen to print thy sorrows plain,",Shakespeare
"A wonderful afternoon in Iowa! Great people! Heading now to Florida - tomorrow, South Carolina! #MakeAmericaGreatAgain #Trump2016",Trump
"The keeper of the prison, call to him,",Shakespeare
"That all with one consent praise new-born gawds,",Shakespeare
Congrats everyone--we topped 4 million today on Twitter--and heading up fast!,Trump
"""@JayknightJay: @RealBenCarson good morning. Easy on each other &amp; finish off the establishment guys. They hope you 2 will fight it out.""True",Trump
"The bound of honour, or in act or will",Shakespeare
"As mine, against their will. Should all despair",Shakespeare
"And he that is so yoked by a fool,",Shakespeare
"Which you say adds to nature, is an art",Shakespeare
President Obama should ask the DNC about how they rigged the election against Bernie.,Trump
day.,Shakespeare
"Join me at Clemson University on Wednesday, February 10th! #MakeAmericaGreatAgain
https://t.co/X6tp1bpIhi",Trump
with you. You must not know where he sups.,Shakespeare
"""@J58golf: @realDonaldTrump been a great week. More of the same will get you in the white house!""",Trump
"Thank you Idaho! I love your potatoes-
nobody grows them better. As
President, I will protect your market. https://t.co/kqx8un1jnw",Trump
"Tincture or lustre in her lip, her eye,",Shakespeare
"Come in, come in: I'll go get a fire.",Shakespeare
"Look, Hector, how the sun begins to set,",Shakespeare
"""@TheProdigy3D: Everyone vote for @realDonaldTrump and no he did not pay me for this endorsement.""",Trump
"""@iamDaveK: @realDonaldTrump first WWE Hall of Famer to become president?""",Trump
"Troilus, I would not have you fight to-day.",Shakespeare
"""@micah_micahk: @realDonaldTrump @blackan @DanScavino this veteran voted for Trump in TX early voting! https://t.co/DTtUvc59NJ""",Trump
Most sure she was.,Shakespeare
"In the line-grove which weather-fends your cell,",Shakespeare
"For curious I cannot be with you,",Shakespeare
That triumph thus upon my misery!,Shakespeare
"bloody kind,",Shakespeare
shapes that man goes up and down in from fourscore,Shakespeare
Thou know'st our meaning. Look for thy reward,Shakespeare
[Aside]  O excellent motion! O exceeding puppet!,Shakespeare
The want whereof doth daily make revolt,Shakespeare
"Thy mother was a piece of virtue, and",Shakespeare
Myself.,Shakespeare
Secure from worldly chances and mishaps!,Shakespeare
"""@DomineekSmith: @realDonaldTrump is the best Republican presidential candidate of all time.""  Thank you.",Trump
Since once he play'd a farmer's eldest son:,Shakespeare
Thank you @FrankLuntz  https://t.co/gpJBNXKV3e,Trump
"What think you of this page, my lord?",Shakespeare
"Which, slanderer, he imitation calls,",Shakespeare
If thou neglect'st or dost unwillingly,Shakespeare
"What, does the cuckold scorn me?",Shakespeare
Is not my lord seen yet?,Shakespeare
So thou apprehendest it: take it for thy labour.,Shakespeare
Bernie sanders has abandoned his supporters by endorsing pro-war pro-TPP pro-Wall Street Crooked Hillary Clinton.,Trump
"Thanks everyone, they all said  I won the debate. Even won the @CNBC Poll!",Trump
"And all the more it seeks to hide itself,",Shakespeare
"""@jtsbk:  @AllenWest thanks for sharing Eric we need @realDonaldTrump now as this administration is incapable of keeping our country safe""",Trump
"The least of these unspeakable deserts,",Shakespeare
"feel, will break the back of man, the heart of monster.",Shakespeare
I was so unfortunate a beggar.,Shakespeare
Trumpets sound. Enter ALCIBIADES with his powers,Shakespeare
I'll be thy second.,Shakespeare
.@FrankLuntz is a total clown. Has zero credibility!  @FoxNews  @megynkelly,Trump
Now to guard sure their master.,Shakespeare
"I love thee so, that, maugre all thy pride,",Shakespeare
"This done, he took the bride about the neck",Shakespeare
"We were awaked, straightway, at liberty,",Shakespeare
"Nor scrape trencher, nor wash dish",Shakespeare
garters of an indifferent knit: let them curtsy,Shakespeare
"Not far, one Muli lives, my countryman,",Shakespeare
"The Clinton Foundation۪s Most Questionable Foreign Donations
#PayToPlay #DrainTheSwamp
https://t.co/IkeqMRjX5z",Trump
To murder her I married.,Shakespeare
"This Tunis, sir, was Carthage.",Shakespeare
This weak impress of love is as a figure,Shakespeare
"Away with that audacious lady! Antigonus,",Shakespeare
Who is winning the debate so far (just last name)? #DemDebate,Trump
A hateful truth.,Shakespeare
"Wished, my lord! The gods grant,--O my lord!",Shakespeare
"With distinct breath and consign'd kisses to them,",Shakespeare
Kind my lord.,Shakespeare
"O, my heart bleeds",Shakespeare
Art thou afeard?,Shakespeare
Have my old feet stumbled at graves! Who's there?,Shakespeare
"To beautify thy triumphs and return,",Shakespeare
"am as well in my wits, fool, as thou art.",Shakespeare
Which otherwise would grow into extremes.,Shakespeare
"How can Crooked Hillary put her husband in charge of the economy when he was responsible for NAFTA, the worst economic deal in U.S. history?",Trump
"Lawn as white as driven snow,",Shakespeare
"Thank you New York! I love you!
#MakeAmericaGreatAgain #Trump2016 https://t.co/T1J0aUwMXl",Trump
Then I will give you the serving-creature.,Shakespeare
".@HillaryClinton- you have failed, failed, and failed. #BigLeagueTruth
Time to #DrainTheSwamp! https://t.co/c2EiyU8XKK",Trump
for the liquor is not earthly.,Shakespeare
Let۪s all take a moment to remember all of the heroes from a very tragic day that we cannot let happen again!,Trump
"Sirrah, hast thou a knife? come, let me see it.",Shakespeare
And to commend their service to his will.,Shakespeare
"#LaborDay #AmericaFirst
Video: https://t.co/RNl7cfzkmN https://t.co/ZqRtbV4KRI",Trump
"To greet the warriors. Sweet Helen, I must woo you",Shakespeare
I learnt it out of women's faces. Pray now,Shakespeare
"That instant was I turn'd into a hart,",Shakespeare
Is't true? can't be?,Shakespeare
"Great day in Kentucky with Wayne LaPierre, Chris Cox &amp; the @NRA!
#MakeAmericaGreatAgain #Trump2016 https://t.co/aJ7s0aqqj0",Trump
Thank you! WE will MAKE AMERICA GREAT AGAIN! https://t.co/aKxoD24IN9,Trump
And he whose wife is most obedient,Shakespeare
"Open your purse, that the money and the matter may",Shakespeare
"""@JoeNBC: @jonkarl: ""This has been a great debate for Donald Trump.""""",Trump
"Have patience, gentle Julia.",Shakespeare
And kiss'd her lips with such a clamorous smack,Shakespeare
"I know thou dost, and, sweet Revenge, farewell.",Shakespeare
"Hope I may choose, sir.",Shakespeare
"""@Rketeltas:  Every time Trump is gracious enough to do a MSM interview he gets ambushed with nonsensical questions, why is that.""",Trump
"He is in haste, therefore, I pray you to go.",Shakespeare
"And I expressly am forbid to touch it,",Shakespeare
'Twas where you woo'd the gentlewoman so well:,Shakespeare
"""@Dark_Red_Hair: .@realDonaldTRUMP - u hit a home run on THE FACTOR""",Trump
"I'd not believe thee. Henceforth guard thee well,",Shakespeare
"Lightweight Marco Rubio was working hard last night. The problem is, he is a choker, and once a choker, always a choker! Mr. Meltdown.",Trump
Bid him encamp his soldiers where they are:,Shakespeare
"I just realized that if you listen to Carly Fiorina for more than ten minutes straight, you develop a massive headache. She has zero chance!",Trump
Enter BIONDELLO,Shakespeare
"To have nor eyes nor ears nor thought, then say",Shakespeare
"I assure you, Carthage.",Shakespeare
"RT @ericbolling: _..And much more_

Cashiinin Special 1130aET Saturday, Fox News.  #WakeUpAmerica http://t.co/7dyVMRKxeV",Trump
"RT @SouthernJetNC: @loudobbsnews @realDonaldTrump @JedediahBila If memory serves me right, Ronald Reagan followed a very similar path/resul_",Trump
"This do and do it kindly, gentle sirs:",Shakespeare
How didst thou 'scape? How camest thou hither?,Shakespeare
Just returned from Mississippi - a great evening.,Trump
"I give to both your speeches, which were such",Shakespeare
"Ay, my commander: when I presented Ceres,",Shakespeare
"Interesting, polls on who won the GOP debate. http://t.co/iB6NGQsg5v",Trump
"wakes, fairs and bear-baitings.",Shakespeare
"How will she love, when the rich golden shaft",Shakespeare
tales of me. I am bound to the Count Orsino's court: farewell.,Shakespeare
"Thou wast whelped a dog, and thou shalt famish a",Shakespeare
"Ay, if I ever saw him before and knew him.",Shakespeare
"Nor me, so I were one.",Shakespeare
"""@ChristineMMoran: @realDonaldTrump great show !!! https://t.co/gcvaTeo4lk""",Trump
"Are you moved, my lord?",Shakespeare
thou art a man!,Shakespeare
"But for my daughter Katharina, this I know,",Shakespeare
"Weak and low energy @JebBush, whose campaign is a disaster, is now doing ads against me where he tries to look like a tough guy.",Trump
Even as a flattering dream or worthless fancy.,Shakespeare
Enter PROTEUS,Shakespeare
"Ay, but he will not now be pacified: Fabian can",Shakespeare
"constantly, but a time-pleaser, an affectioned ass,",Shakespeare
.@YoungDems4Trump  Thank you!,Trump
.@HillaryClinton - Obama #ISIS Strategy Has Allowed It To Expand To Become A Global Threat #DebateNight https://t.co/f7PctDE31L,Trump
"Looking forward to a great weekend in Iowa! #IACaucus #CaucusForTrump
Tickets: https://t.co/nU39QHzxxX https://t.co/xZlwspf6xe",Trump
SCENE II. OLIVIA's house.,Shakespeare
"Remember, I was the one who said attack the oil (ISIS source of wealth) a long time ago. Everyone scoffed, now theyre attacking the oil.",Trump
Thank you to the LGBT community! I will fight for you while Hillary brings in more people that will threaten your freedoms and beliefs.,Trump
"What wisdom stirs amongst you? Come, sir, now",Shakespeare
"Come, let us go, and pray to all the gods",Shakespeare
"Comes fast upon. Good my brother Troilus,",Shakespeare
"midnight is to be up betimes, and 'diluculo",Shakespeare
"To gratulate thy plenteous bosom: th' ear,",Shakespeare
"""Trumps National Lead Increases to 35.6% Going into the Third GOP Debate its Trump, Carson and Rubio"" https://t.co/8SJazkQ3I1 _",Trump
good friend Trinculo.,Shakespeare
"Their clearer reason. O good Gonzalo,",Shakespeare
"But tell me, dost thou know my lady Silvia?",Shakespeare
"Both Aberdeen and Turnberry in Scotland, and the soon to open Doonbeg in Ireland, blow Bandon Dunes away. Bandon is a toy by comparison!",Trump
"Is empty on the back of Montague,--",Shakespeare
And your horse now would make him an ass.,Shakespeare
"""@Sandikay60: @realDonaldTrump it was awesome! #Trumponly. Great crowd! Wonderful""",Trump
"to thirteen, this spirit walks in.",Shakespeare
Watch Cashin In with @ericbolling this morning at 11:30 A.M. on @FoxNews - will be a great show!,Trump
"To greet a man not worth her pains, much less",Shakespeare
"""@me_lisa_m: @DanScavino @realDonaldTrump Just updated voter registration in FL #VoteTrump""",Trump
"Reflect on Rome as Titan's rays on earth,",Shakespeare
Warm and new kill'd.,Shakespeare
By this we gather,Shakespeare
"very nothing, and beyond the imagination of his",Shakespeare
"Big wins in West Virginia and Nebraska. Get ready for November - Crooked Hillary, who is looking very bad against Crazy Bernie, will lose!",Trump
"unicorn, pride and wrath would confound thee and",Shakespeare
"Despite the establishment and the media۪s best efforts, the people are speaking loudly and clearly. Thank you to my amazing supporters!",Trump
"The note lies in's throat, if he say I said so.",Shakespeare
I will be speaking at the #StopIranDeal rally shortly- watch live here- http://t.co/hSTaPf0QqO,Trump
"Cousin, cousin, how have you come so early by this lethargy?",Shakespeare
"How his companion, youthful Valentine,",Shakespeare
"""@hammetjohn: DonaldTrump - How do u do it Donald. No one could keep up with u at your pace. Shows how hard u will work for us as President""",Trump
"""@DillyDoesIt Trump has no problem telling it how it is, isnt that what everyone has been wanting from a President? #MakeAmericaGreatAgain""",Trump
That gives not half so great a blow to hear,Shakespeare
By nature made for murders and for rapes.,Shakespeare
but the word 'noddy' for my pains.,Shakespeare
My present fancies.,Shakespeare
"Ay, and make't manifest where she has lived,",Shakespeare
How now! what means this passion at his name?,Shakespeare
"How dost thou like this jewel, Apemantus?",Shakespeare
"Now that Bush has wasted $120 million of special interest money on his failed campaign, he says he would end super PACs. Sad!",Trump
